leading_indicators,n_indicators,scaler,model,seq_length,filter_applied,business_cycle_range,leads_lags,mse,rmse,mae,r2,mape
"('USPPIYY', 'UNRATE', 'USOIL')",3,Standard,RNN,50,Baxter_King,6-32Q,12,0.28740219885680107,0.5360990569445175,0.423403495870431,0.728583431872105,407.29276995453034
"('USPPIYY', 'UNRATE', 'USOIL')",3,Standard,ANN,50,Baxter_King,6-32Q,12,1.342955234024459,1.1588594539565438,0.8225517199925171,-0.26825856662956915,486.33945976930136
"('USPPIYY', 'UNRATE', 'USOIL')",3,Standard,RANDOM_FOREST,N/A,Baxter_King,6-32Q,12,0.28952063280258655,0.5380712153633445,0.4180195975871127,0.7265828275842539,702.7587787633303
"('USPPIYY', 'UNRATE', 'USOIL')",3,Standard,XGBOOST,N/A,Baxter_King,6-32Q,12,0.3796152844246943,0.616129275740647,0.48644230907934227,0.6414993409330796,578.170103240488
"('INDPRO', 'UNRATE', 'USOIL')",3,MinMax,LSTM,50,Baxter_King,6-32Q,12,0.01023607854227307,0.10117350711660177,0.07204647506173027,0.17926284201886145,16.12569207089935
"('INDPRO', 'UNRATE', 'USOIL')",3,MinMax,GRU,50,Baxter_King,6-32Q,12,0.010325527300403932,0.10161460180704313,0.07722130285688818,0.17209076735862106,18.079901312190923
"('INDPRO', 'UNRATE', 'USOIL')",3,MinMax,CNN,50,Baxter_King,6-32Q,12,0.014497925911261636,0.12040733329520106,0.08465971098233412,-0.16245556927776783,18.523470106359703
"('INDPRO', 'UNRATE', 'USOIL')",3,MinMax,RNN,50,Baxter_King,6-32Q,12,0.01496983883540574,0.12235129274104847,0.0906111155291969,-0.20029393389924444,20.083880560087994
"('INDPRO', 'UNRATE', 'USOIL')",3,MinMax,ANN,50,Baxter_King,6-32Q,12,0.013276210936547343,0.11522244111520699,0.08979047958154107,-0.06449746236514331,21.896595928670443
"('INDPRO', 'UNRATE', 'USOIL')",3,MinMax,RANDOM_FOREST,N/A,Baxter_King,6-32Q,12,0.0075331826068241094,0.08679390881176,0.0637030526518284,0.3959832510326955,14.066660984494
"('INDPRO', 'UNRATE', 'USOIL')",3,MinMax,XGBOOST,N/A,Baxter_King,6-32Q,12,0.007276202648992852,0.08530066030807061,0.06379904672235526,0.4165881144457211,14.017963063479069
"('INDPRO', 'UNRATE', 'USOIL')",3,Standard,LSTM,50,Baxter_King,6-32Q,12,0.7209302659678483,0.8490761249545581,0.6303335624981438,0.31916867919991676,792.1435651779342
"('INDPRO', 'UNRATE', 'USOIL')",3,Standard,GRU,50,Baxter_King,6-32Q,12,1.1545870882155407,1.07451714189004,0.8251000627147416,-0.0903676671046656,1586.7369881433608
"('INDPRO', 'UNRATE', 'USOIL')",3,Standard,CNN,50,Baxter_King,6-32Q,12,2.579605046720142,1.6061148921294959,1.0531177001153655,-1.4361245379859806,1521.8446743573365
"('INDPRO', 'UNRATE', 'USOIL')",3,Standard,RNN,50,Baxter_King,6-32Q,12,0.685026189889748,0.8276630896021328,0.6566381459199638,0.35307573053662666,1227.3932540093529
"('INDPRO', 'UNRATE', 'USOIL')",3,Standard,ANN,50,Baxter_King,6-32Q,12,2.2272598087789492,1.4924006864039394,1.0278592774372513,-1.103377135013416,471.42292477877106
"('INDPRO', 'UNRATE', 'USOIL')",3,Standard,RANDOM_FOREST,N/A,Baxter_King,6-32Q,12,0.617354621521721,0.7857191747193911,0.5733812600800907,0.41698333082410255,552.1613448738641
"('INDPRO', 'UNRATE', 'USOIL')",3,Standard,XGBOOST,N/A,Baxter_King,6-32Q,12,0.6270219038208587,0.7918471467529946,0.5899832908794707,0.40785375354462305,448.6071088024245
"('USM2', 'USPPIYY', 'INDPRO', 'UNRATE')",4,MinMax,LSTM,50,Baxter_King,6-32Q,12,0.011062785399659408,0.10517977657163666,0.08041581721537085,0.11297680935384524,18.582552082678806
"('USM2', 'USPPIYY', 'INDPRO', 'UNRATE')",4,MinMax,GRU,50,Baxter_King,6-32Q,12,0.009058403922038032,0.09517564773637231,0.07000694358464023,0.2736897572527086,16.114217271335267
"('USM2', 'USPPIYY', 'INDPRO', 'UNRATE')",4,MinMax,CNN,50,Baxter_King,6-32Q,12,0.00982282985390374,0.0991101904644711,0.06766372673659,0.21239746018645123,15.16152925008481
"('USM2', 'USPPIYY', 'INDPRO', 'UNRATE')",4,MinMax,RNN,50,Baxter_King,6-32Q,12,0.02103247691378497,0.14502578016954423,0.09896903981951435,-0.6864012186145729,23.144336951888388
"('USM2', 'USPPIYY', 'INDPRO', 'UNRATE')",4,MinMax,ANN,50,Baxter_King,6-32Q,12,0.010764575166245923,0.10375247065128582,0.07748096491270372,0.13688755001902242,18.75657332744745
"('USM2', 'USPPIYY', 'INDPRO', 'UNRATE')",4,MinMax,RANDOM_FOREST,N/A,Baxter_King,6-32Q,12,0.005049851917055705,0.07106231010216109,0.055892487316308116,0.5950987388858453,12.26150498558608
"('USM2', 'USPPIYY', 'INDPRO', 'UNRATE')",4,MinMax,XGBOOST,N/A,Baxter_King,6-32Q,12,0.00601550566307751,0.07755969096816664,0.06123433252234494,0.5176718309317198,13.725454833116126
"('USM2', 'USPPIYY', 'INDPRO', 'UNRATE')",4,Standard,LSTM,50,Baxter_King,6-32Q,12,0.8010960788124368,0.8950397079529135,0.7137654246464701,0.24346177824366322,918.3098640642183
"('USM2', 'USPPIYY', 'INDPRO', 'UNRATE')",4,Standard,GRU,50,Baxter_King,6-32Q,12,0.7475437720103888,0.8646061369261664,0.677399594880797,0.29403544603521015,728.1821894427361
"('USM2', 'USPPIYY', 'INDPRO', 'UNRATE')",4,Standard,CNN,50,Baxter_King,6-32Q,12,2.7930010312902964,1.6712274026266731,1.1394010649574795,-1.637651199976354,620.9914351804005
"('USM2', 'USPPIYY', 'INDPRO', 'UNRATE')",4,Standard,RNN,50,Baxter_King,6-32Q,12,0.6489315848079465,0.8055628993492355,0.6509372488487073,0.3871627134414284,935.738546519657
"('USM2', 'USPPIYY', 'INDPRO', 'UNRATE')",4,Standard,ANN,50,Baxter_King,6-32Q,12,5.388194187945149,2.321248411511605,1.4744720534429927,-4.088496819843088,705.6954077340154
"('USM2', 'USPPIYY', 'INDPRO', 'UNRATE')",4,Standard,RANDOM_FOREST,N/A,Baxter_King,6-32Q,12,0.4347560464917312,0.6593603312997615,0.5173642044723392,0.589425569529372,437.2731711872597
"('USM2', 'USPPIYY', 'INDPRO', 'UNRATE')",4,Standard,XGBOOST,N/A,Baxter_King,6-32Q,12,0.5053262358031754,0.7108630218285203,0.5621119870457261,0.5227805728270623,463.7145822495003
"('USM2', 'USPPIYY', 'INDPRO', 'USOIL')",4,MinMax,LSTM,50,Baxter_King,6-32Q,12,0.013835595036111462,0.11762480621072861,0.08307819481896839,-0.10934933744602171,18.45755803372145
"('USM2', 'USPPIYY', 'INDPRO', 'USOIL')",4,MinMax,GRU,50,Baxter_King,6-32Q,12,0.01340696959969248,0.1157884692000567,0.08423960653197132,-0.07498179903059055,18.513925121644554
"('USM2', 'USPPIYY', 'INDPRO', 'USOIL')",4,MinMax,CNN,50,Baxter_King,6-32Q,12,0.018447070376237235,0.135819992549835,0.09158797311695524,-0.47910120571514314,20.306468870100414
"('USM2', 'USPPIYY', 'INDPRO', 'USOIL')",4,MinMax,RNN,50,Baxter_King,6-32Q,12,0.011217836376592913,0.10591428787747625,0.07945175455625515,0.10054469508029218,16.392457961571548
"('USM2', 'USPPIYY', 'INDPRO', 'USOIL')",4,MinMax,ANN,50,Baxter_King,6-32Q,12,0.0077867889464634955,0.08824278410421725,0.06723536944369686,0.375648887088336,16.03275250046754
"('USM2', 'USPPIYY', 'INDPRO', 'USOIL')",4,MinMax,RANDOM_FOREST,N/A,Baxter_King,6-32Q,12,0.003786122651637364,0.061531476917406784,0.048019492629058864,0.6964255860249762,10.693246289793631
"('USM2', 'USPPIYY', 'INDPRO', 'USOIL')",4,MinMax,XGBOOST,N/A,Baxter_King,6-32Q,12,0.004746082474385824,0.06889181718016896,0.05111130048513464,0.6194552215006249,11.36685582314764
"('USM2', 'USPPIYY', 'INDPRO', 'USOIL')",4,Standard,LSTM,50,Baxter_King,6-32Q,12,0.8139473790208792,0.9021903230587652,0.729532292853485,0.23132528168089794,950.5347894231777
"('USM2', 'USPPIYY', 'INDPRO', 'USOIL')",4,Standard,GRU,50,Baxter_King,6-32Q,12,0.5195923495108062,0.7208275449168173,0.5688286370398331,0.5093079562693277,743.4004899510805
"('USM2', 'USPPIYY', 'INDPRO', 'USOIL')",4,Standard,CNN,50,Baxter_King,6-32Q,12,0.5734874845331632,0.7572895645215001,0.5855360567819475,0.45841052874530885,597.4688143343263
"('USM2', 'USPPIYY', 'INDPRO', 'USOIL')",4,Standard,RNN,50,Baxter_King,6-32Q,12,0.451140709841035,0.6716700900300943,0.5355716602292241,0.573952239423033,775.6238561481413
"('USM2', 'USPPIYY', 'INDPRO', 'USOIL')",4,Standard,ANN,50,Baxter_King,6-32Q,12,1.537312580876786,1.2398840997757758,0.9149238325470853,-0.4518055411584081,849.6643162487234
"('USM2', 'USPPIYY', 'INDPRO', 'USOIL')",4,Standard,RANDOM_FOREST,N/A,Baxter_King,6-32Q,12,0.33756656369218746,0.5810047880114134,0.4501023006896619,0.6812092649377727,827.9561816453502
"('USM2', 'USPPIYY', 'INDPRO', 'USOIL')",4,Standard,XGBOOST,N/A,Baxter_King,6-32Q,12,0.4048538159189758,0.6362812396409121,0.4743459932803673,0.6176646046992806,765.7717238695492
"('USM2', 'USPPIYY', 'UNRATE', 'USOIL')",4,MinMax,LSTM,50,Baxter_King,6-32Q,12,0.014304698496487111,0.11960225121830739,0.07976028547181785,-0.1469624369623852,18.205721798750133
"('USM2', 'USPPIYY', 'UNRATE', 'USOIL')",4,MinMax,GRU,50,Baxter_King,6-32Q,12,0.011901600531413772,0.10909445692341006,0.0721686529710288,0.045719925336738965,17.05067502955679
"('USM2', 'USPPIYY', 'UNRATE', 'USOIL')",4,MinMax,CNN,50,Baxter_King,6-32Q,12,0.008152455320566587,0.09029094816517648,0.06511406397100061,0.34632945783511015,14.204568728572356
"('USM2', 'USPPIYY', 'UNRATE', 'USOIL')",4,MinMax,RNN,50,Baxter_King,6-32Q,12,0.03469272526095443,0.1862598326557673,0.11177757583570457,-1.781691114981736,26.205465691231318
"('USM2', 'USPPIYY', 'UNRATE', 'USOIL')",4,MinMax,ANN,50,Baxter_King,6-32Q,12,0.009728973885408984,0.098635560957542,0.07664664743816801,0.21992290858193075,18.939727113627086
"('USM2', 'USPPIYY', 'UNRATE', 'USOIL')",4,MinMax,RANDOM_FOREST,N/A,Baxter_King,6-32Q,12,0.0033448907756552814,0.057835030696415136,0.044404749046552956,0.7318039190856958,9.727018027846785
"('USM2', 'USPPIYY', 'UNRATE', 'USOIL')",4,MinMax,XGBOOST,N/A,Baxter_King,6-32Q,12,0.0035308087882264458,0.059420609120291304,0.046242380717197995,0.7168968606233175,10.4768938030097
"('USM2', 'USPPIYY', 'UNRATE', 'USOIL')",4,Standard,LSTM,50,Baxter_King,6-32Q,12,1.1179857107011089,1.0573484339143406,0.8227434214013862,-0.055802099014943485,900.6728520210427
"('USM2', 'USPPIYY', 'UNRATE', 'USOIL')",4,Standard,GRU,50,Baxter_King,6-32Q,12,0.7294538811037597,0.854080722826455,0.6326645792750448,0.3111191570409553,677.959824206973
"('USM2', 'USPPIYY', 'UNRATE', 'USOIL')",4,Standard,CNN,50,Baxter_King,6-32Q,12,1.620384605474859,1.2729432844690525,0.9471335562238223,-0.5302570071302437,841.943992919361
"('USM2', 'USPPIYY', 'UNRATE', 'USOIL')",4,Standard,RNN,50,Baxter_King,6-32Q,12,0.3456303404936926,0.5879033428155453,0.4674806598228896,0.673594004392378,555.6606646487287
"('USM2', 'USPPIYY', 'UNRATE', 'USOIL')",4,Standard,ANN,50,Baxter_King,6-32Q,12,3.130917499668994,1.7694398830333269,1.1967236554483824,-1.9567723776363142,755.3708115932868
"('USM2', 'USPPIYY', 'UNRATE', 'USOIL')",4,Standard,RANDOM_FOREST,N/A,Baxter_King,6-32Q,12,0.2808306187196156,0.5299345419196748,0.4105534290253418,0.734789493395319,680.2363685719531
"('USM2', 'USPPIYY', 'UNRATE', 'USOIL')",4,Standard,XGBOOST,N/A,Baxter_King,6-32Q,12,0.2988896804416575,0.5467080394887728,0.4266616558601602,0.7177348968205424,518.0839776293996
"('USM2', 'INDPRO', 'UNRATE', 'USOIL')",4,MinMax,LSTM,50,Baxter_King,6-32Q,12,0.012882394017326106,0.11350063443578677,0.07863972003481247,-0.0329208993569865,18.35565230023705
"('USM2', 'INDPRO', 'UNRATE', 'USOIL')",4,MinMax,GRU,50,Baxter_King,6-32Q,12,0.01470720500912378,0.12127326584669756,0.08964147176073796,-0.1792357386849177,20.456613603144984
"('USM2', 'INDPRO', 'UNRATE', 'USOIL')",4,MinMax,CNN,50,Baxter_King,6-32Q,12,0.018122850406117424,0.13462113655038507,0.09122600147195625,-0.4531049830662135,19.784939950645953
"('USM2', 'INDPRO', 'UNRATE', 'USOIL')",4,MinMax,RNN,50,Baxter_King,6-32Q,12,0.021985844606755886,0.14827624424281824,0.09972872797002952,-0.7628430207762655,23.723487345772806
"('USM2', 'INDPRO', 'UNRATE', 'USOIL')",4,MinMax,ANN,50,Baxter_King,6-32Q,12,0.012476486545434347,0.11169819401151634,0.07992603008329614,-0.00037490593695466146,19.452290628285912
"('USM2', 'INDPRO', 'UNRATE', 'USOIL')",4,MinMax,RANDOM_FOREST,N/A,Baxter_King,6-32Q,12,0.007366501952101458,0.08582832837764846,0.06185407763892158,0.40934784239280886,13.668522779455428
"('USM2', 'INDPRO', 'UNRATE', 'USOIL')",4,MinMax,XGBOOST,N/A,Baxter_King,6-32Q,12,0.0076100315881630475,0.0872354950015362,0.06639799773153954,0.38982143679129566,13.931547963662815
"('USM2', 'INDPRO', 'UNRATE', 'USOIL')",4,Standard,LSTM,50,Baxter_King,6-32Q,12,0.7358220462691939,0.8578007031176845,0.7081216652566816,0.30510519632197364,1489.560291086994
"('USM2', 'INDPRO', 'UNRATE', 'USOIL')",4,Standard,GRU,50,Baxter_King,6-32Q,12,0.6404415208401246,0.8002759029485548,0.660475722788189,0.39518055058567614,1902.3086471763133
"('USM2', 'INDPRO', 'UNRATE', 'USOIL')",4,Standard,CNN,50,Baxter_King,6-32Q,12,3.2271331865018333,1.7964223296602149,1.3034614208132547,-2.047636440695377,1277.7834298329776
"('USM2', 'INDPRO', 'UNRATE', 'USOIL')",4,Standard,RNN,50,Baxter_King,6-32Q,12,0.9151643890052662,0.9566422471359218,0.760181040629572,0.13573807464001786,1973.1498532775788
"('USM2', 'INDPRO', 'UNRATE', 'USOIL')",4,Standard,ANN,50,Baxter_King,6-32Q,12,3.736877853129654,1.933100580189674,1.3014981592278585,-2.529028540644326,789.7379996932708
"('USM2', 'INDPRO', 'UNRATE', 'USOIL')",4,Standard,RANDOM_FOREST,N/A,Baxter_King,6-32Q,12,0.6035465755547201,0.7768826008829907,0.5661804368425389,0.43002335787964674,633.3817927892044
"('USM2', 'INDPRO', 'UNRATE', 'USOIL')",4,Standard,XGBOOST,N/A,Baxter_King,6-32Q,12,0.6367553576532335,0.7979695217570866,0.60817710159878,0.3986616852663605,699.8016249939044
"('USPPIYY', 'INDPRO', 'UNRATE', 'USOIL')",4,MinMax,LSTM,50,Baxter_King,6-32Q,12,0.009306854064094514,0.09647203773163762,0.06887326172663842,0.25376882145201807,15.773368108466324
"('USPPIYY', 'INDPRO', 'UNRATE', 'USOIL')",4,MinMax,GRU,50,Baxter_King,6-32Q,12,0.005883798250326405,0.07670592056892614,0.06147368081281737,0.528232239117332,14.365642276937768
"('USPPIYY', 'INDPRO', 'UNRATE', 'USOIL')",4,MinMax,CNN,50,Baxter_King,6-32Q,12,0.011842135024056474,0.10882157425830814,0.07695519157052334,0.05048791840212796,17.220478195451914
"('USPPIYY', 'INDPRO', 'UNRATE', 'USOIL')",4,MinMax,RNN,50,Baxter_King,6-32Q,12,0.007248877240217222,0.08514033850189476,0.060875306812677804,0.418779088093155,13.49678066925179
"('USPPIYY', 'INDPRO', 'UNRATE', 'USOIL')",4,MinMax,ANN,50,Baxter_King,6-32Q,12,0.010674686799505693,0.10331837590431672,0.08105829227084528,0.14409487285747735,17.48209267968626
"('USPPIYY', 'INDPRO', 'UNRATE', 'USOIL')",4,MinMax,RANDOM_FOREST,N/A,Baxter_King,6-32Q,12,0.003633578240456116,0.060279169208409936,0.04619052452154565,0.7086567218043429,10.21142143809277
"('USPPIYY', 'INDPRO', 'UNRATE', 'USOIL')",4,MinMax,XGBOOST,N/A,Baxter_King,6-32Q,12,0.005172098733304899,0.0719173048250899,0.05743904556438983,0.5852968890733168,12.987294881872893
"('USPPIYY', 'INDPRO', 'UNRATE', 'USOIL')",4,Standard,LSTM,50,Baxter_King,6-32Q,12,0.6053815431563352,0.7780626858784163,0.5819218775307972,0.4282904532218631,475.86779564411427
"('USPPIYY', 'INDPRO', 'UNRATE', 'USOIL')",4,Standard,GRU,50,Baxter_King,6-32Q,12,1.2111826742633631,1.1005374479150463,0.8771110454432552,-0.14381534355734482,916.2537877916909
"('USPPIYY', 'INDPRO', 'UNRATE', 'USOIL')",4,Standard,CNN,50,Baxter_King,6-32Q,12,1.6408663279656417,1.2809630470726474,0.8608234372125146,-0.5495995133807472,648.1440176098718
"('USPPIYY', 'INDPRO', 'UNRATE', 'USOIL')",4,Standard,RNN,50,Baxter_King,6-32Q,12,0.4202485665428784,0.6482658147263963,0.4848565880836913,0.6031261272688894,609.1547824029649
"('USPPIYY', 'INDPRO', 'UNRATE', 'USOIL')",4,Standard,ANN,50,Baxter_King,6-32Q,12,1.4720157745750904,1.2132665719350757,0.794594010104748,-0.3901406160234806,1001.6719801422583
"('USPPIYY', 'INDPRO', 'UNRATE', 'USOIL')",4,Standard,RANDOM_FOREST,N/A,Baxter_King,6-32Q,12,0.3222469509586381,0.5676679936006944,0.43270528546403025,0.6956767837310442,701.713598951929
"('USPPIYY', 'INDPRO', 'UNRATE', 'USOIL')",4,Standard,XGBOOST,N/A,Baxter_King,6-32Q,12,0.41461726828026185,0.6439078103892372,0.5146284501118984,0.6084442064437308,747.2370200876414
"('USM2', 'USPPIYY', 'INDPRO', 'UNRATE', 'USOIL')",5,MinMax,LSTM,50,Baxter_King,6-32Q,12,0.012605748115779386,0.11227532282643139,0.07515547141280768,-0.010739204475993303,17.234828309399308
"('USM2', 'USPPIYY', 'INDPRO', 'UNRATE', 'USOIL')",5,MinMax,GRU,50,Baxter_King,6-32Q,12,0.005896513591348296,0.0767887595377624,0.06196082064053164,0.5272127126639183,14.721680642053395
"('USM2', 'USPPIYY', 'INDPRO', 'UNRATE', 'USOIL')",5,MinMax,CNN,50,Baxter_King,6-32Q,12,0.009155570155218618,0.0956847435865228,0.07156999035509372,0.26589888912454573,15.819567317222095
"('USM2', 'USPPIYY', 'INDPRO', 'UNRATE', 'USOIL')",5,MinMax,RNN,50,Baxter_King,6-32Q,12,0.017782022979268813,0.1333492518886732,0.09537706851934681,-0.4257771609399448,21.806452939539025
"('USM2', 'USPPIYY', 'INDPRO', 'UNRATE', 'USOIL')",5,MinMax,ANN,50,Baxter_King,6-32Q,12,0.01002120350237893,0.10010596137283198,0.0743730085449929,0.196491698639635,18.152196369110797
"('USM2', 'USPPIYY', 'INDPRO', 'UNRATE', 'USOIL')",5,MinMax,RANDOM_FOREST,N/A,Baxter_King,6-32Q,12,0.003950563058764292,0.06285350474527487,0.04746493524023646,0.6832406195512191,10.578794801759487
"('USM2', 'USPPIYY', 'INDPRO', 'UNRATE', 'USOIL')",5,MinMax,XGBOOST,N/A,Baxter_King,6-32Q,12,0.004220910513721759,0.06496853479740604,0.0512966832540546,0.6615639392744035,11.770064045687871
"('USM2', 'USPPIYY', 'INDPRO', 'UNRATE', 'USOIL')",5,Standard,LSTM,50,Baxter_King,6-32Q,12,0.7465737906977362,0.8640450165921543,0.6384025995478502,0.29495147590580817,1205.0603955419447
"('USM2', 'USPPIYY', 'INDPRO', 'UNRATE', 'USOIL')",5,Standard,GRU,50,Baxter_King,6-32Q,12,0.7861469454788722,0.886649279861475,0.716440343688522,0.2575794241142295,896.2807815694829
"('USM2', 'USPPIYY', 'INDPRO', 'UNRATE', 'USOIL')",5,Standard,CNN,50,Baxter_King,6-32Q,12,1.3282424580377439,1.1524940164867425,0.8255627583885556,-0.25436413164670246,472.6770567473865
"('USM2', 'USPPIYY', 'INDPRO', 'UNRATE', 'USOIL')",5,Standard,RNN,50,Baxter_King,6-32Q,12,0.5163414145103535,0.7185690046963851,0.5524543177656872,0.512378070640545,860.8220841935719
"('USM2', 'USPPIYY', 'INDPRO', 'UNRATE', 'USOIL')",5,Standard,ANN,50,Baxter_King,6-32Q,12,3.289330358508964,1.8136511126754682,1.1591177486271502,-2.1063741366510262,1021.905357438707
"('USM2', 'USPPIYY', 'INDPRO', 'UNRATE', 'USOIL')",5,Standard,RANDOM_FOREST,N/A,Baxter_King,6-32Q,12,0.3274855853855451,0.5722635628672729,0.4374340053095954,0.6907295279915843,629.3916124229705
"('USM2', 'USPPIYY', 'INDPRO', 'UNRATE', 'USOIL')",5,Standard,XGBOOST,N/A,Baxter_King,6-32Q,12,0.35500654882719274,0.5958242600190032,0.47005822558370086,0.6647393112200451,312.07944531348016
