leading_indicators,n_indicators,scaler,model,seq_length,filter_applied,mse,rmse,mae,r2,mape
"('USPPIYY', 'USOIL')",2,MinMax,LSTM,50,Kalman,0.06922310799900493,0.26310284680900914,0.2618534278375105,-23.686277974945966,107.12272226866769
"('USPPIYY', 'USOIL')",2,MinMax,GRU,50,Kalman,0.15946020040918182,0.39932468044084357,0.3988490257058628,-55.86654279230343,161.98765448671563
"('USPPIYY', 'USOIL')",2,MinMax,CNN,50,Kalman,0.002245035177482707,0.047381802176391596,0.029439869337358298,0.1993777214443052,9.94799187061508
"('USPPIYY', 'USOIL')",2,MinMax,RNN,50,Kalman,0.0019479578042296685,0.044135674960621915,0.035594251223646456,0.30532116761688555,12.834469830876749
"('USPPIYY', 'USOIL')",2,MinMax,ANN,50,Kalman,0.11407207214785964,0.33774557309883374,0.3356102450623739,-39.68027229087481,137.74728925127548
"('USPPIYY', 'USOIL')",2,MinMax,RANDOM_FOREST,N/A,Kalman,0.007657041353340158,0.08750452190224318,0.07819588598208492,-1.73064669845406,32.96849269942587
"('USPPIYY', 'USOIL')",2,MinMax,XGBOOST,N/A,Kalman,0.007367551105514372,0.08583444008971208,0.07610483045931782,-1.6274089656298405,32.97425693328959
"('USPPIYY', 'USOIL')",2,Standard,LSTM,50,Kalman,0.7194483442275172,0.8482030088531385,0.8395956546265401,-14.868471920755063,131.23043725483873
"('USPPIYY', 'USOIL')",2,Standard,GRU,50,Kalman,0.8900454840883067,0.9434222194162626,0.9406071550812746,-18.63123813651269,158.08401134290312
"('USPPIYY', 'USOIL')",2,Standard,CNN,50,Kalman,0.43716552211082926,0.661184937903783,0.5872819760843637,-8.642316738926468,101.3127424758914
"('USPPIYY', 'USOIL')",2,Standard,RNN,50,Kalman,0.014341205066878802,0.11975477053912634,0.10163342270585758,0.683684017428791,15.467479601847556
"('USPPIYY', 'USOIL')",2,Standard,ANN,50,Kalman,0.0734705183592983,0.271054456446114,0.23897666545875348,-0.6204983539709878,45.595507904645
"('USPPIYY', 'USOIL')",2,Standard,RANDOM_FOREST,N/A,Kalman,0.1273662918420898,0.35688414344446545,0.3191682744110522,-1.8092474490534718,47.4546867812006
"('USPPIYY', 'USOIL')",2,Standard,XGBOOST,N/A,Kalman,0.12150266722999276,0.3485723271144638,0.30900383228650896,-1.679916742745688,42.943961050928095
"('INDPRO', 'UNRATE')",2,MinMax,LSTM,50,Kalman,0.006507942436895948,0.08067181934787357,0.07712539121291112,-1.3208561517415554,32.34408855415726
"('INDPRO', 'UNRATE')",2,MinMax,GRU,50,Kalman,0.07136400248663866,0.2671404171716415,0.25724020997023733,-24.44976170118252,102.81957826042513
"('INDPRO', 'UNRATE')",2,MinMax,CNN,50,Kalman,0.022294080585096604,0.14931202424820517,0.13721788305576121,-6.950493504675522,59.80085913532537
"('INDPRO', 'UNRATE')",2,MinMax,RNN,50,Kalman,0.011272145288194809,0.10617035974411507,0.10139827607863698,-3.0198615751600544,42.46729826212391
"('INDPRO', 'UNRATE')",2,MinMax,ANN,50,Kalman,0.04539020818048456,0.21304977864453312,0.18672779168765938,-15.187012240193198,76.50422913716575
"('INDPRO', 'UNRATE')",2,MinMax,RANDOM_FOREST,N/A,Kalman,0.02749447678705572,0.16581458556790388,0.1460783010651789,-8.80505377988393,63.992575150049824
"('INDPRO', 'UNRATE')",2,MinMax,XGBOOST,N/A,Kalman,0.020744360577168407,0.1440290268562848,0.11788881222323773,-6.397833850913647,52.83589287725672
"('INDPRO', 'UNRATE')",2,Standard,LSTM,50,Kalman,0.05181957281468939,0.22763912847902354,0.20204488347134736,-0.14295549187528445,35.153237992775004
"('INDPRO', 'UNRATE')",2,Standard,GRU,50,Kalman,0.5099502887397852,0.7141080371622947,0.6880684932823851,-10.247689848444734,128.0255057777581
"('INDPRO', 'UNRATE')",2,Standard,CNN,50,Kalman,0.1757533878274782,0.41922951688481835,0.39528398056307695,-2.8764947088903763,61.59029947680914
"('INDPRO', 'UNRATE')",2,Standard,RNN,50,Kalman,1.2560296769277879,1.1207272981987133,1.0152318918447423,-26.703547891772786,146.15893060243613
"('INDPRO', 'UNRATE')",2,Standard,ANN,50,Kalman,1.2190596066006711,1.104110323564032,1.0759231342797768,-25.888119615926108,166.3346135598814
"('INDPRO', 'UNRATE')",2,Standard,RANDOM_FOREST,N/A,Kalman,0.3705233452044835,0.6087062881262879,0.5337957145876909,-7.172427313978519,68.57529114390665
"('INDPRO', 'UNRATE')",2,Standard,XGBOOST,N/A,Kalman,0.3346779071618311,0.5785135323930038,0.4726576788273124,-6.381804426830537,59.107502399123234
"('INDPRO', 'USOIL')",2,MinMax,LSTM,50,Kalman,0.025493269849280985,0.15966611991678442,0.14712132909701017,-8.091385292880897,63.37743585962243
"('INDPRO', 'USOIL')",2,MinMax,GRU,50,Kalman,0.6269438346081488,0.7917978495854537,0.7899884572855558,-222.58010530295448,323.0708738480584
"('INDPRO', 'USOIL')",2,MinMax,CNN,50,Kalman,1.2703052704486204,1.1270782006802458,1.1239981425119447,-452.01503971454656,459.40402528463807
"('INDPRO', 'USOIL')",2,MinMax,RNN,50,Kalman,0.04078966303003828,0.20196450933279905,0.19159352833242368,-13.546370268124578,81.11235138075801
"('INDPRO', 'USOIL')",2,MinMax,ANN,50,Kalman,0.28869093240226135,0.5372996672270153,0.5350805037074832,-101.95268172921396,219.8211368201023
"('INDPRO', 'USOIL')",2,MinMax,RANDOM_FOREST,N/A,Kalman,0.005122757381636743,0.07157344047645567,0.06416559475295944,-0.8268727940257883,27.841175321843366
"('INDPRO', 'USOIL')",2,MinMax,XGBOOST,N/A,Kalman,0.005258777849999865,0.0725174313527435,0.06506700043451526,-0.8753802821949501,28.263634453520385
"('INDPRO', 'USOIL')",2,Standard,LSTM,50,Kalman,0.04666148170298512,0.2160126887545848,0.1749919000007722,-0.029186345518209755,37.64294808213956
"('INDPRO', 'USOIL')",2,Standard,GRU,50,Kalman,0.0973504907815378,0.3120104017200994,0.2955843506711885,-1.1472056219647522,48.37815015505406
"('INDPRO', 'USOIL')",2,Standard,CNN,50,Kalman,0.05090064601229534,0.22561171514860512,0.18011307047358424,-0.1226872345667267,37.45944510666811
"('INDPRO', 'USOIL')",2,Standard,RNN,50,Kalman,1.111357206853303,1.0542092803866332,1.0323326711639431,-23.51258769636334,155.41867415073716
"('INDPRO', 'USOIL')",2,Standard,ANN,50,Kalman,0.910633580982368,0.9542712303021442,0.8967464663008652,-19.08533833715458,126.44894882195561
"('INDPRO', 'USOIL')",2,Standard,RANDOM_FOREST,N/A,Kalman,0.08267577860087534,0.28753396077833193,0.25775957376512465,-0.8235336585049771,37.98786726083742
"('INDPRO', 'USOIL')",2,Standard,XGBOOST,N/A,Kalman,0.08585509711158379,0.293010404442545,0.26300505222083925,-0.8936581183346592,38.419759501262625
"('UNRATE', 'USOIL')",2,MinMax,LSTM,50,Kalman,0.15096920394714272,0.38854755686677883,0.37207633109399124,-52.838491827744114,155.4255810104608
"('UNRATE', 'USOIL')",2,MinMax,GRU,50,Kalman,0.14929554127743935,0.38638781201978845,0.3685140445978288,-52.2416318615435,153.7018160989383
"('UNRATE', 'USOIL')",2,MinMax,CNN,50,Kalman,0.09082116112303197,0.30136549424748676,0.284262332496292,-31.388554838114928,120.52412435377326
"('UNRATE', 'USOIL')",2,MinMax,RNN,50,Kalman,0.26456853299148925,0.5143622585216466,0.5027251299318463,-93.35017492923681,207.6293208802471
"('UNRATE', 'USOIL')",2,MinMax,ANN,50,Kalman,0.08410789769310255,0.29001361639258,0.2587364979922379,-28.994477311970634,109.11486518864837
"('UNRATE', 'USOIL')",2,MinMax,RANDOM_FOREST,N/A,Kalman,0.05447003833219109,0.23338817093458505,0.20022606731200213,-18.425052506942638,85.49306885104826
"('UNRATE', 'USOIL')",2,MinMax,XGBOOST,N/A,Kalman,0.058788723901442165,0.2424638610214771,0.21228209796974767,-19.96517798715731,92.57877105214837
"('UNRATE', 'USOIL')",2,Standard,LSTM,50,Kalman,0.7549999055949255,0.8689073055251207,0.7760909201087483,-15.652612933552103,111.30735672425673
"('UNRATE', 'USOIL')",2,Standard,GRU,50,Kalman,0.9822465693209692,0.9910835329683211,0.9001913055095633,-20.66486618474816,125.57506565186955
"('UNRATE', 'USOIL')",2,Standard,CNN,50,Kalman,0.5596019071707008,0.7480654431068854,0.6460103271580161,-11.34282797644613,99.50201240348159
"('UNRATE', 'USOIL')",2,Standard,RNN,50,Kalman,0.526956091948902,0.7259174140003132,0.6730350696704352,-10.622777390002017,105.49392844313559
"('UNRATE', 'USOIL')",2,Standard,ANN,50,Kalman,0.9687015835224951,0.9842263883489891,0.9411326494516825,-20.366111967666882,137.39913032475386
"('UNRATE', 'USOIL')",2,Standard,RANDOM_FOREST,N/A,Kalman,0.8937671853931614,0.9453926091276371,0.8164995398767028,-18.713325631921315,109.77812065567531
"('UNRATE', 'USOIL')",2,Standard,XGBOOST,N/A,Kalman,0.9253763706799968,0.9619648489835774,0.8434409289329049,-19.41051184853657,109.69488717955377
"('USM2', 'USPPIYY', 'INDPRO')",3,MinMax,LSTM,50,Kalman,0.035689888169609746,0.18891767564103087,0.18830954599106972,-11.72769347863414,76.85131763441312
"('USM2', 'USPPIYY', 'INDPRO')",3,MinMax,GRU,50,Kalman,0.043352299554423414,0.20821215035252724,0.20788513318799975,-14.460255232530251,84.46584742568295
"('USM2', 'USPPIYY', 'INDPRO')",3,MinMax,CNN,50,Kalman,0.004480075730328248,0.06693336783942855,0.0636660230646048,-0.5976802837180037,25.309884727644892
"('USM2', 'USPPIYY', 'INDPRO')",3,MinMax,RNN,50,Kalman,0.0060098869214086975,0.07752346045816516,0.06317955197179832,-1.143240074427459,22.536409536791275
"('USM2', 'USPPIYY', 'INDPRO')",3,MinMax,ANN,50,Kalman,0.03680568100896619,0.1918480675142864,0.18453599224107023,-12.125606444275661,78.25938769299147
"('USM2', 'USPPIYY', 'INDPRO')",3,MinMax,RANDOM_FOREST,N/A,Kalman,0.007153188137596422,0.08457652237823698,0.07636878087470828,-1.550963050869223,32.42609478713694
"('USM2', 'USPPIYY', 'INDPRO')",3,MinMax,XGBOOST,N/A,Kalman,0.007795274624184443,0.08829085243774942,0.07828847581888551,-1.7799433141087206,34.16612910169723
"('USM2', 'USPPIYY', 'INDPRO')",3,Standard,LSTM,50,Kalman,0.22469839647280243,0.47402362438258544,0.46776199481735664,-3.9560475379171454,72.80051345352338
"('USM2', 'USPPIYY', 'INDPRO')",3,Standard,GRU,50,Kalman,0.7470000816757291,0.8642916647033738,0.8633748128678823,-15.47616526743223,143.96501011773898
"('USM2', 'USPPIYY', 'INDPRO')",3,Standard,CNN,50,Kalman,0.5579415403963883,0.7469548449514123,0.5170577713710518,-11.306206190118136,116.10621599216455
"('USM2', 'USPPIYY', 'INDPRO')",3,Standard,RNN,50,Kalman,0.6096977920303951,0.7808314747949106,0.7641336492736872,-12.447765041934804,127.01944307252708
"('USM2', 'USPPIYY', 'INDPRO')",3,Standard,ANN,50,Kalman,0.9144276691107722,0.9562571145412578,0.7528535252300863,-19.16902242846359,149.4705601350134
"('USM2', 'USPPIYY', 'INDPRO')",3,Standard,RANDOM_FOREST,N/A,Kalman,0.11955240825802652,0.34576351493184837,0.312046357257687,-1.6369009654725106,46.05200645193271
"('USM2', 'USPPIYY', 'INDPRO')",3,Standard,XGBOOST,N/A,Kalman,0.12526245633216632,0.35392436527055654,0.31357784280311846,-1.7628443195126655,42.551297902942295
"('USM2', 'USPPIYY', 'UNRATE')",3,MinMax,LSTM,50,Kalman,0.025599029181372034,0.15999696616302458,0.15673795637939766,-8.12910108383443,64.55486304297808
"('USM2', 'USPPIYY', 'UNRATE')",3,MinMax,GRU,50,Kalman,0.006089282559089433,0.07803385521098796,0.06627533422545782,-1.1715540701211067,24.520717506239944
"('USM2', 'USPPIYY', 'UNRATE')",3,MinMax,CNN,50,Kalman,0.022132513019681624,0.1487700004022371,0.13596375770549113,-6.892875435408438,57.90168726190604
"('USM2', 'USPPIYY', 'UNRATE')",3,MinMax,RNN,50,Kalman,0.027716386768746732,0.16648239176785853,0.15751133167953446,-8.884191103413498,65.70453243638123
"('USM2', 'USPPIYY', 'UNRATE')",3,MinMax,ANN,50,Kalman,0.019761504246535104,0.1405756175392273,0.1342429258280543,-6.04732857473047,56.70353094202202
"('USM2', 'USPPIYY', 'UNRATE')",3,MinMax,RANDOM_FOREST,N/A,Kalman,0.023963786278341514,0.15480241044099252,0.13784632242247674,-7.545942337749967,60.20473763972557
"('USM2', 'USPPIYY', 'UNRATE')",3,MinMax,XGBOOST,N/A,Kalman,0.016728359637874,0.12933816002199042,0.1125922252503859,-4.9656514713462485,49.96693676249541
"('USM2', 'USPPIYY', 'UNRATE')",3,Standard,LSTM,50,Kalman,0.28416355166608187,0.5330699313092813,0.4902879512499686,-5.2676373873052595,69.18019006882055
"('USM2', 'USPPIYY', 'UNRATE')",3,Standard,GRU,50,Kalman,0.054207664655481526,0.23282539521169404,0.20246528046204312,-0.19562830518265706,33.75083932034034
"('USM2', 'USPPIYY', 'UNRATE')",3,Standard,CNN,50,Kalman,0.5287390496366066,0.7271444489484923,0.6982167051987642,-10.662103095912997,100.53087043794702
"('USM2', 'USPPIYY', 'UNRATE')",3,Standard,RNN,50,Kalman,0.22511456770388377,0.47446239861962064,0.4416916899660957,-3.9652267952573395,64.95875514622087
"('USM2', 'USPPIYY', 'UNRATE')",3,Standard,ANN,50,Kalman,1.6002042771208855,1.264991809112172,1.220989582694752,-34.29481559406403,185.84676944325207
"('USM2', 'USPPIYY', 'UNRATE')",3,Standard,RANDOM_FOREST,N/A,Kalman,0.3862474721996087,0.6214881110685937,0.5608849894512817,-7.519245636242422,76.78422351768548
"('USM2', 'USPPIYY', 'UNRATE')",3,Standard,XGBOOST,N/A,Kalman,0.2711822025414917,0.5207515746894019,0.45325848472037855,-4.981314990805402,58.558487742213096
"('USM2', 'USPPIYY', 'USOIL')",3,MinMax,LSTM,50,Kalman,0.03173357936968554,0.17813921345308995,0.17724002246808698,-10.316798452206578,72.06431581887166
"('USM2', 'USPPIYY', 'USOIL')",3,MinMax,GRU,50,Kalman,0.05438112263099273,0.23319760425654618,0.23287964565415972,-18.393343475384107,94.75877534393162
"('USM2', 'USPPIYY', 'USOIL')",3,MinMax,CNN,50,Kalman,0.0455737074698362,0.2134799931371467,0.20170493659023028,-15.25245157968666,81.28150334557813
"('USM2', 'USPPIYY', 'USOIL')",3,MinMax,RNN,50,Kalman,0.15529248956881536,0.39407168074960086,0.3921430891579906,-54.380257774214364,160.929697121856
"('USM2', 'USPPIYY', 'USOIL')",3,MinMax,ANN,50,Kalman,0.0778968140205849,0.27910000720276756,0.25486921391664663,-26.779486646315707,110.68605592410967
"('USM2', 'USPPIYY', 'USOIL')",3,MinMax,RANDOM_FOREST,N/A,Kalman,0.007165973505134291,0.08465207324770192,0.07618842689332539,-1.5555225563028166,32.165219571527196
"('USM2', 'USPPIYY', 'USOIL')",3,MinMax,XGBOOST,N/A,Kalman,0.007264132873183846,0.08522988251302384,0.07587253088444026,-1.5905280554137664,32.84427473635366
"('USM2', 'USPPIYY', 'USOIL')",3,Standard,LSTM,50,Kalman,0.2692825647195291,0.5189244306443175,0.5125745192600183,-4.939415736078804,80.17176030418693
"('USM2', 'USPPIYY', 'USOIL')",3,Standard,GRU,50,Kalman,0.4564646515443959,0.6756216778230224,0.6730338051483106,-9.067986901306774,112.76634055563883
"('USM2', 'USPPIYY', 'USOIL')",3,Standard,CNN,50,Kalman,0.2653270775964474,0.5150990949287791,0.5004202361289987,-4.852171756925687,74.30749445619243
"('USM2', 'USPPIYY', 'USOIL')",3,Standard,RNN,50,Kalman,0.012428634696399703,0.11148378669743732,0.10212023315808973,0.7258685181840224,14.788541115996583
"('USM2', 'USPPIYY', 'USOIL')",3,Standard,ANN,50,Kalman,0.8431652827755713,0.9182403186397182,0.7624209739548863,-17.597227614229475,150.30420198880253
"('USM2', 'USPPIYY', 'USOIL')",3,Standard,RANDOM_FOREST,N/A,Kalman,0.11896996917330788,0.34492023595797894,0.31058248587423926,-1.6240544305745375,46.12795239241074
"('USM2', 'USPPIYY', 'USOIL')",3,Standard,XGBOOST,N/A,Kalman,0.11937240782446841,0.34550312274199263,0.3062397880954248,-1.6329307960384463,42.66490215520991
"('USM2', 'INDPRO', 'UNRATE')",3,MinMax,LSTM,50,Kalman,0.01249762628757944,0.11179278280631286,0.08011487589377603,-3.456891426582768,27.86275937922736
"('USM2', 'INDPRO', 'UNRATE')",3,MinMax,GRU,50,Kalman,0.7223102983071283,0.8498884034431393,0.6746812390737942,-256.5896015595289,259.037940506174
"('USM2', 'INDPRO', 'UNRATE')",3,MinMax,CNN,50,Kalman,0.013966611252840764,0.11818041822925135,0.08930149474570541,-3.980759427337352,32.560149097684125
"('USM2', 'INDPRO', 'UNRATE')",3,MinMax,RNN,50,Kalman,0.020852547985217556,0.1444041134636322,0.12120815292183836,-6.436415539972286,43.964039152496696
"('USM2', 'INDPRO', 'UNRATE')",3,MinMax,ANN,50,Kalman,0.014945188169547617,0.12225051398479933,0.1158627605265896,-4.329738583055674,49.55131506446034
"('USM2', 'INDPRO', 'UNRATE')",3,MinMax,RANDOM_FOREST,N/A,Kalman,0.026694773021616675,0.16338535130670886,0.14302496236962342,-8.519864194759798,62.93458069319108
"('USM2', 'INDPRO', 'UNRATE')",3,MinMax,XGBOOST,N/A,Kalman,0.020744360577168407,0.1440290268562848,0.11788881222323773,-6.397833850913647,52.83589287725672
"('USM2', 'INDPRO', 'UNRATE')",3,Standard,LSTM,50,Kalman,0.07577675920920515,0.27527578754624454,0.2416230442435438,-0.6713658255036932,48.48430446819582
"('USM2', 'INDPRO', 'UNRATE')",3,Standard,GRU,50,Kalman,2.1694876798109166,1.4729180831977442,1.2026693634567156,-46.85118293164994,246.41430304909147
"('USM2', 'INDPRO', 'UNRATE')",3,Standard,CNN,50,Kalman,0.9422704851579129,0.9707061785926331,0.6614405113150361,-19.783135933878903,156.9452339142698
"('USM2', 'INDPRO', 'UNRATE')",3,Standard,RNN,50,Kalman,0.7956298122076525,0.8919808362334095,0.8051096020220072,-16.548764182491624,124.722478906823
"('USM2', 'INDPRO', 'UNRATE')",3,Standard,ANN,50,Kalman,0.041505381437933996,0.20372869566640336,0.17580326580932684,0.08453888984168567,29.56970006094175
"('USM2', 'INDPRO', 'UNRATE')",3,Standard,RANDOM_FOREST,N/A,Kalman,0.3539655645239629,0.5949500521253552,0.5198751905518562,-6.80722155611278,66.42451679636838
"('USM2', 'INDPRO', 'UNRATE')",3,Standard,XGBOOST,N/A,Kalman,0.3346779071618311,0.5785135323930038,0.4726576788273124,-6.381804426830537,59.107502399123234
"('USM2', 'INDPRO', 'USOIL')",3,MinMax,LSTM,50,Kalman,0.10288853224306073,0.3207624233651141,0.27546652197941324,-35.692009082038034,101.78433209967498
"('USM2', 'INDPRO', 'USOIL')",3,MinMax,GRU,50,Kalman,1.1938685422450288,1.092642916164759,0.8757177619289873,-424.75624746331766,340.9279768196985
"('USM2', 'INDPRO', 'USOIL')",3,MinMax,CNN,50,Kalman,0.12990761704284787,0.36042699266681993,0.31638530064833975,-45.32752903017111,134.11928323544794
"('USM2', 'INDPRO', 'USOIL')",3,MinMax,RNN,50,Kalman,0.18896499942728992,0.43470104603887244,0.3239669687854325,-66.38851574628289,120.76528068911183
"('USM2', 'INDPRO', 'USOIL')",3,MinMax,ANN,50,Kalman,0.20756964181437354,0.4555981143665693,0.44406276532009176,-73.02328536105676,182.1036644807993
"('USM2', 'INDPRO', 'USOIL')",3,MinMax,RANDOM_FOREST,N/A,Kalman,0.005120493894287331,0.07155762638801913,0.06415251275728817,-0.8260655913514852,27.834737868663574
"('USM2', 'INDPRO', 'USOIL')",3,MinMax,XGBOOST,N/A,Kalman,0.005258777849999865,0.0725174313527435,0.06506700043451526,-0.8753802821949501,28.263634453520385
"('USM2', 'INDPRO', 'USOIL')",3,Standard,LSTM,50,Kalman,0.05886043234252225,0.24261169044900177,0.2137048493019242,-0.2982518138584289,38.87186110002771
"('USM2', 'INDPRO', 'USOIL')",3,Standard,GRU,50,Kalman,2.203350769590789,1.4843688118492617,1.0815292975282538,-47.59808226588759,234.36761599416064
"('USM2', 'INDPRO', 'USOIL')",3,Standard,CNN,50,Kalman,0.27696844678158866,0.5262779178168021,0.314903997496073,-5.108938961292395,82.51339390383254
"('USM2', 'INDPRO', 'USOIL')",3,Standard,RNN,50,Kalman,2.6770676125334503,1.6361746888805762,1.6221257127137676,-58.046591155981226,252.99721595695098
"('USM2', 'INDPRO', 'USOIL')",3,Standard,ANN,50,Kalman,0.12220888827751426,0.34958387874373476,0.3131750101467,-1.695493467540953,49.22435210597231
"('USM2', 'INDPRO', 'USOIL')",3,Standard,RANDOM_FOREST,N/A,Kalman,0.082699386788974,0.2875750107171588,0.25780226451932325,-0.8240543711773314,37.99172180223925
"('USM2', 'INDPRO', 'USOIL')",3,Standard,XGBOOST,N/A,Kalman,0.08585509711158379,0.293010404442545,0.26300505222083925,-0.8936581183346592,38.419759501262625
"('USM2', 'UNRATE', 'USOIL')",3,MinMax,LSTM,50,Kalman,0.0685044254438527,0.26173350080540453,0.2375876543026236,-23.4299820956496,99.09058891116052
"('USM2', 'UNRATE', 'USOIL')",3,MinMax,GRU,50,Kalman,0.07021946597989888,0.264989558246922,0.2377602285200278,-24.041598196616132,94.71345967054343
"('USM2', 'UNRATE', 'USOIL')",3,MinMax,CNN,50,Kalman,0.03302616466193125,0.18173102283851056,0.1627900274341108,-10.77775897179439,69.08992573709735
"('USM2', 'UNRATE', 'USOIL')",3,MinMax,RNN,50,Kalman,0.06374649875995365,0.2524806898753916,0.2213605473372167,-21.733214872992782,82.72633401797773
"('USM2', 'UNRATE', 'USOIL')",3,MinMax,ANN,50,Kalman,0.13928458276925562,0.37320849771844106,0.360176448015429,-48.67153349883742,150.16354492769497
"('USM2', 'UNRATE', 'USOIL')",3,MinMax,RANDOM_FOREST,N/A,Kalman,0.025383543705620782,0.15932213815292834,0.14014867705707124,-8.052254861413509,61.57565671598103
"('USM2', 'UNRATE', 'USOIL')",3,MinMax,XGBOOST,N/A,Kalman,0.02240495052548512,0.14968283310214675,0.12079967514234691,-6.9900318358284075,54.38281152350781
"('USM2', 'UNRATE', 'USOIL')",3,Standard,LSTM,50,Kalman,0.2513018365600408,0.5013001461799516,0.46446982118345936,-4.542824817213142,75.56491338064954
"('USM2', 'UNRATE', 'USOIL')",3,Standard,GRU,50,Kalman,0.7634758460215085,0.8737710489719309,0.7896123253651721,-15.83956203662585,126.4638806912989
"('USM2', 'UNRATE', 'USOIL')",3,Standard,CNN,50,Kalman,0.4677522451859062,0.6839241516322597,0.6088341318796822,-9.316951075302503,118.83595942046816
"('USM2', 'UNRATE', 'USOIL')",3,Standard,RNN,50,Kalman,0.6218706922680701,0.788587783488985,0.6938833295225268,-12.716255931052222,105.40584154882673
"('USM2', 'UNRATE', 'USOIL')",3,Standard,ANN,50,Kalman,3.213445083571434,1.792608457966054,1.7785084168170828,-69.8771706637161,303.9176803543938
"('USM2', 'UNRATE', 'USOIL')",3,Standard,RANDOM_FOREST,N/A,Kalman,0.2955711635402795,0.5436645689579922,0.4744516203521024,-5.519248736696775,60.6007647845345
"('USM2', 'UNRATE', 'USOIL')",3,Standard,XGBOOST,N/A,Kalman,0.35888335609417527,0.5990687407085895,0.4829602496617751,-6.915690549154708,59.67646849486577
"('USPPIYY', 'INDPRO', 'UNRATE')",3,MinMax,LSTM,50,Kalman,0.02762512892563173,0.16620808923043345,0.1615528091132675,-8.851646819464802,66.6797239708917
"('USPPIYY', 'INDPRO', 'UNRATE')",3,MinMax,GRU,50,Kalman,0.02850771202264908,0.16884226965617669,0.16078308278531983,-9.166392751838602,66.48949294856918
"('USPPIYY', 'INDPRO', 'UNRATE')",3,MinMax,CNN,50,Kalman,0.009074089194607516,0.09525801380780263,0.08376159909099186,-2.2359929321687604,36.49999759891625
"('USPPIYY', 'INDPRO', 'UNRATE')",3,MinMax,RNN,50,Kalman,0.05152052898917474,0.22698134061894765,0.2210798852899624,-17.37320133128539,92.913705902374
"('USPPIYY', 'INDPRO', 'UNRATE')",3,MinMax,ANN,50,Kalman,0.032419523938484684,0.18005422499481838,0.179190782009431,-10.561419342401566,73.02198391813845
